incidentdate,estimatedquantity,latitude,longitude
6/27/2025,1,5.198,6.4773611
6/22/2025,3,4.953807,6.831172
2/19/2024,1.6,5.4151111,6.5871667
4/13/2024,4,5.4126111,6.5871667
4/24/2024,18,4.79992,7.1517
4/1/2024,0.1,4.59528,7.25761
4/23/2024,0.07,4.4691944,6.1454167
4/24/2024,5,4.4745,6.1134167
4/24/2024,6,4.4803333,6.1008889
4/20/2024,0.0325,4.4773056,6.0809722
4/12/2024,1,4.4812778,6.1001389
4/12/2024,2,4.4839167,6.0976944
4/12/2024,0.13,4.4855,6.0964444
4/24/2024,0.6227,4.6688889,5.9603889
4/30/2024,0.3107,4.7801111,5.9793056
4/29/2024,5,4.7803056,5.9791111
4/16/2024,0.75,5.21446,6.39504
5/25/2024,4.8,5.3733889,6.665
5/11/2024,0.16,4.7379167,5.9751389
5/15/2024,0.08,4.7385278,5.9751667
5/9/2024,0.14,4.7385278,5.9751667
5/15/2024,0.58,4.7490556,5.9771389
5/17/2024,18,4.7594167,5.9774722
5/5/2024,0.0252,4.7595833,5.9776111
5/2/2024,7,4.7579722,5.9743611
5/1/2024,0.4372,4.7593611,5.9775
5/28/2024,0.7233,4.7637778,5.9783333
5/20/2024,7,4.4745556,6.1203889
5/27/2024,6,4.7610556,5.9790278
5/27/2024,6,4.7610556,5.9790278
5/4/2024,0.9504,4.7609722,5.97775
5/3/2024,12,4.7598611,5.9775833
5/30/2024,2,4.5066111,6.0505278
5/18/2024,6,4.7800556,5.97925
6/8/2024,0.1,4.972155,6.650953
6/4/2024,0.5,4.98065,6.67928
6/13/2024,0.5,5.025273,6.360747
6/29/2024,20.25,5.088615,6.6800767
6/19/2024,52,4.557485,7.251074
6/27/2024,0.44,4.6853611,5.9220278
7/9/2024,7.63,5.4103056,6.6905556
7/27/2024,10,4.7651944,5.9786667
7/26/2024,0.063,4.7667778,5.9789444
7/27/2024,3,4.88769,6.369178
7/16/2024,12,4.507,6.0489167
7/3/2024,5,4.507,6.0489444
7/7/2024,4,4.4701944,6.1409444
7/19/2024,2,4.5088889,6.0406111
7/5/2024,5.2,,
8/3/2024,0.139,5.42375,6.5843333
8/1/2024,19,5.04355432,6.70220071
12/5/2024,180,4.9190917,7.0025556
1/31/2025,20,4.8997222,5.9436389
1/30/2025,1,4.523175,6.0144167
1/20/2025,270.9,5.1758056,6.4442222
6/21/2025,5,4.5100556,6.1193889
5/15/2025,0.5,4.95433,6.807
6/7/2025,8,4.5205556,5.97925
6/18/2025,5,4.6284667,6.2156417
5/24/2025,13,4.90081,5.781709
4/22/2025,10,4.4692222,6.1453333
4/25/2025,0.13,4.5886389,6.3854444
5/3/2025,0.315,4.5150278,6.0278889
5/9/2025,0.0063,4.8518028,6.6909444
5/5/2025,96,5.0433116,6.59067
5/11/2025,0.0126,4.4883611,6.0915
5/15/2025,82,4.6027028,6.3207861
6/14/2025,0.05,5.8069444,5.1108333
6/22/2025,3,5.5616667,5.5461111
7/7/2025,0.1,4.970776,6.6390553
7/10/2025,25,5.4350767,5.8820367
7/8/2025,204,5.4348967,5.8835333
6/12/2025,0.0252,4.5736111,5.0927778
7/10/2025,17.5,5.4348967,5.8835333
2/16/2024,0.5,4.99830182,6.66569611
2/26/2024,0.7,5.02363,6.62249
2/25/2024,0.1,5.0253,6.61954
2/17/2024,0.8,5.02362222,6.62244891
9/26/2024,101,4.764893,7.219902
9/29/2024,2,5.48898,6.75531
2/23/2024,41,5.03977,6.59427
6/20/2025,61,4.81053,6.10652
7/20/2025,30.8,4.8680556,7.1352778
7/9/2025,376.38,5.1970056,6.5060389
7/3/2025,1.205,5.5247222,6.7169444
7/16/2025,1.5,5.4933333,6.1219444
6/25/2025,1.2,5.5883611,6.6994167
6/30/2025,31,5.35118,5.33783
7/15/2025,5,4.5565556,7.0121111
7/30/2025,0.0301,5.3866111,6.6526944
7/30/2025,0.3034,5.3877778,6.735
7/25/2025,0.032264,4.2733333,8.1922222
7/24/2025,5,5.3880278,6.6523889
7/24/2025,5,5.3930278,6.6613056
7/22/2025,0.00006,4.2741667,8.2311111
7/22/2025,1.175,4.2597889,8.0716528
7/22/2025,0.004,5.3645278,6.6685
7/21/2025,3.9,5.4123889,6.5971944
7/14/2025,0.000001,5.3347222,2.1680556
7/13/2025,42,4.43703,6.658551
7/11/2025,1.1,5.89834,5.5857939
7/8/2025,5,4.419078,6.65841
6/28/2025,0.0063,5.8204081,5.6554447
6/20/2025,437.49,5.1975444,6.51045
6/24/2025,1879.2,5.9918611,5.4235
3/9/2025,184.8,5.8416233,5.6956939
6/12/2025,38.3648,5.8405028,5.9195861
11/29/2024,13.5,5.8605833,5.6773056
2/17/2025,58,4.82985,6.21367
8/3/2025,0.21,5.4783333,6.7021111
6/25/2025,1.2,5.5883611,6.6994167
6/14/2025,0.05,5.3891667,62.9005556
5/3/2025,2.5,5.2531111,6.5080556
8/6/2025,28,4.6043972,7.4611944
5/8/2025,0.5,4.8862389,5.6663139
8/4/2025,5,5.4472222,5.8327778
7/30/2025,0.0023,4.2597889,8.0716528
7/21/2025,24,5.6566111,5.1475833
4/28/2025,7,5.5666667,5.6183333
7/9/2025,40,5.4611111,5.4102778
8/25/2025,3,4.806617,7.15254
8/22/2025,0.00008,4.2655556,8.2533333
7/21/2025,0.32,5.39075,6.6409722
8/26/2025,3.2,5.5411111,5.8908333
2/28/2024,6.41,4.93659,6.49031
9/8/2025,300,5.525921,5.488194
9/1/2025,10,5.5626389,5.5527889
9/8/2025,3,5.5205361,5.4832333
8/9/2025,2.5,5.9022222,5.5736111
2/9/2025,1.3,5.4282714,5.2805389
6/7/2025,4511,4.938541,6.502378
9/16/2025,0.41,5.897675,5.5823861
8/11/2025,0.1,4.96663,6.603767
1/24/2025,0.03,4.6201944,6.2667778
2/1/2025,10,4.5218889,6.0169722
9/25/2025,0.05,5.8102778,5.2163056
8/18/2024,30,5.4940294,5.8677778
9/26/2025,200,5.4799167,5.4612444
9/29/2025,150,5.5636389,5.5921667
10/13/2025,5,5.522335,6.0789717
10/9/2025,0.0006,5.8606,5.1616933
5/28/2025,0.03,4.5499361,7.0121528
6/29/2025,0.42,4.5485083,6.9648028
10/22/2025,0.5,,
10/8/2025,18,4.8717806,7.1354167
8/14/2025,104,4.897036,5.792553
8/14/2025,104,4.897036,5.792553
8/28/2025,2,5.10079,6.72362
9/25/2025,2.53,5.4359444,6.6095833
8/31/2025,0.025,4.5469444,8.0163889
9/19/2025,0.1348,4.1133333,7.6947222
9/14/2025,45,4.5338389,7.031175
6/29/2025,0.21,4.5496111,6.9660556
6/1/2025,0.05,4.5515333,7.0128183
9/18/2025,4,4.6285389,6.2151667
8/29/2025,30,4.4290325,6.32542
1/4/2025,6,4.712,6.0185833
9/16/2025,18,4.81175,7.1527
7/24/2025,1.6,5.3,6.6527778
4/21/2025,0.559,5.4571111,6.6981389
4/21/2025,0.63704,5.4570278,6.69825
7/27/2025,41,4.896388,5.798961
8/23/2025,11.07,5.0434722,6.5905278
8/29/2025,0.0629,5.0350639,7.0018028
8/30/2025,4,4.9766833,7.1023611
8/30/2025,0.126,4.9841861,7.1260944
8/30/2025,1.5,4.9862861,7.1546972
8/30/2025,0.5,4.9857194,7.1472
9/22/2025,0.028,4.6469806,7.060075
9/29/2025,0.012,4.9838806,7.1221306
9/27/2025,24.9,4.9839242,7.1667972
10/16/2025,35,6.0087222,5.4186389
4/21/2025,4.1,5.4567222,6.6988333
10/22/2025,53.8,5.4149444,6.4996944
9/15/2025,0.51,4.64974,6.63325
11/14/2025,3.1,5.8380556,5.6633333
9/22/2025,17,4.4462222,6.6568611
9/22/2025,0.1,4.6467833,7.0594778
9/7/2025,5.04,5.3888333,6.6421667
11/17/2025,5,5.4425556,6.5638889
11/13/2025,0.013962,4.5902778,8.4905556
11/9/2025,193,4.42664,7.15865
11/9/2025,13,4.6601389,6.0789444
11/2/2025,5,4.8058333,7.3308333
10/30/2025,1,5.7188722,6.6688722
11/2/2025,0.12,5.3918056,6.6333333
10/18/2025,6,5.2571028,6.5227722
10/1/2025,19,500113.46,222207.435
12/1/2025,5,5.65785,6.5174367
12/8/2025,5,5.6899167,6.4669267
8/14/2025,219,5.5146403,6.128675
1/1/2026,1,6.3508333,3.8666667
5/4/2025,76,4.8070278,5.9647222
11/27/2025,1.195,4.8203333,5.9798333
1/19/2026,5,5.8608861,5.6775778
12/17/2025,0.004113,4.3007206,8.2026572
12/2/2025,0.53,4.0636111,8.0380556
12/2/2025,209.36,5.0434722,6.5905278
12/4/2025,2,5.19288,6.75887
12/21/2025,7.5,5.3955556,6.6372778
12/21/2025,0.91,5.6322222,6.6705833
11/12/2025,0.006289,4.2656297,8.1734514
11/19/2025,0.00044,4.2394444,7.6519444
11/19/2025,1,4.93691,6.49214
11/17/2025,2,4.9545222,6.8087611
11/30/2025,70,4.8350556,7.156
11/27/2025,6,4.8545278,7.1555
10/27/2025,0.125786,4.2541667,7.7875
10/27/2025,0.125786,4.2541667,7.7875
10/2/2025,112,5.20252034,6.48260816
9/18/2025,0.32,5.0005,6.3706444
9/10/2025,0.085,5.4359444,6.6095833
9/20/2025,0.094,5.48975,6.7053333
9/3/2025,5,5.20361,6.51765
9/24/2025,4.2,4.6169722,6.8097778
8/13/2025,84,4.938218,6.500396
8/23/2025,0.14,5.5029167,6.7088889
7/14/2025,1,5.8203889,5.6553333
7/7/2025,0.2,4.9544,6.80844
6/26/2025,1.2,5.5883611,6.6994167
3/28/2025,0.1,4.814209,6.109538
2/7/2025,0.3145,4.5533056,7.0058056
2/7/2025,36,4.5540083,7.0084472
2/23/2025,17,4.954037,6.825254
2/3/2025,0.1,5.1147472,6.5687472
1/22/2025,0.1,4.93833032,6.50146911
1/10/2025,5,4.5713611,5.9413611
1/4/2025,7,4.5697778,5.9410278
1/19/2025,1,4.7352778,5.9744722
1/21/2025,0.2516,4.7028611,5.9189167
1/5/2025,1,4.6541111,5.9080556
1/16/2025,0.09,5.4337778,6.6918611
1/17/2025,3,4.8351111,5.9547222
1/6/2025,4,4.4978056,6.0727222
11/30/2025,0.05,4.9843972,7.1289361
7/30/2024,3.7,5.9227778,5.6129722
1/14/2026,0.06,5.8377611,5.6968639
9/20/2024,30,5.02939372,6.61232101
1/19/2026,157.2327,6.4397681,3.3590028
1/10/2026,55,5.6185158,5.1703739
1/12/2026,1,6.07113,5.4571606
